mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,split5_test_Accuracy,split6_test_Accuracy,split7_test_Accuracy,split8_test_Accuracy,split9_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_F1_macro,split1_test_F1_macro,split2_test_F1_macro,split3_test_F1_macro,split4_test_F1_macro,split5_test_F1_macro,split6_test_F1_macro,split7_test_F1_macro,split8_test_F1_macro,split9_test_F1_macro,mean_test_F1_macro,std_test_F1_macro,rank_test_F1_macro,split0_test_F1_deceased,split1_test_F1_deceased,split2_test_F1_deceased,split3_test_F1_deceased,split4_test_F1_deceased,split5_test_F1_deceased,split6_test_F1_deceased,split7_test_F1_deceased,split8_test_F1_deceased,split9_test_F1_deceased,mean_test_F1_deceased,std_test_F1_deceased,rank_test_F1_deceased,split0_test_F1_hospitalized,split1_test_F1_hospitalized,split2_test_F1_hospitalized,split3_test_F1_hospitalized,split4_test_F1_hospitalized,split5_test_F1_hospitalized,split6_test_F1_hospitalized,split7_test_F1_hospitalized,split8_test_F1_hospitalized,split9_test_F1_hospitalized,mean_test_F1_hospitalized,std_test_F1_hospitalized,rank_test_F1_hospitalized,split0_test_F1_nonhospitalized,split1_test_F1_nonhospitalized,split2_test_F1_nonhospitalized,split3_test_F1_nonhospitalized,split4_test_F1_nonhospitalized,split5_test_F1_nonhospitalized,split6_test_F1_nonhospitalized,split7_test_F1_nonhospitalized,split8_test_F1_nonhospitalized,split9_test_F1_nonhospitalized,mean_test_F1_nonhospitalized,std_test_F1_nonhospitalized,rank_test_F1_nonhospitalized,classifier
1.1805591344833375,0.02294107040549848,0.020139861106872558,0.00042920405102718403,10,190,sqrt,9,"min_samples_split=10, min_samples_leaf=190, max_features=sqrt, max_depth=9",0.8895927601809954,0.8913535536441829,0.8949751018560435,0.9022181982797646,0.9053870529651425,0.9013128112267994,0.9071978270710729,0.8972385694884563,0.9090086011770032,0.8904481665912177,0.8988732642480679,0.006805268461052902,26,0.7917475275337273,0.7734336547184212,0.7947057780964434,0.8061533790751834,0.8026278571710151,0.7912724530265938,0.8079272232891674,0.7786657373550191,0.8092980655949531,0.7919909202729946,0.7947822596133519,0.011485579822787605,28,0.5245098039215687,0.46368715083798884,0.5241730279898219,0.5454545454545454,0.5315068493150685,0.5027932960893855,0.5444743935309974,0.4699140401146132,0.547486033519553,0.5232273838630807,0.5177226524636623,0.028472681368741436,27,0.9525166191832859,0.9482676791646891,0.9532357109116675,0.9596928982725528,0.9628217349857007,0.959696538643907,0.9650215620507906,0.955040227165168,0.96,0.9559032716927454,0.9572196242070505,0.0048666852725720074,28,0.8982161594963274,0.9083461341525858,0.9067085953878407,0.913312693498452,0.9135549872122762,0.911327524346489,0.9142857142857143,0.911042944785276,0.9204081632653062,0.8968421052631579,0.9094045021693425,0.0068932624157698776,25,RandomForest
1.1771686553955079,0.02210048107245821,0.020150232315063476,0.00044000362645313894,110,190,sqrt,10,"min_samples_split=110, min_samples_leaf=190, max_features=sqrt, max_depth=10",0.8846153846153846,0.8940697148030783,0.901765504753282,0.9099139882299683,0.9013128112267994,0.9013128112267994,0.9062924400181077,0.8927116342236306,0.9130828429153464,0.9013128112267994,0.9006389943239196,0.007988879652479852,22,0.7879282975179257,0.7803429615573828,0.7972988013080502,0.8021580583666088,0.8064048748566579,0.7885588261137267,0.812538881682367,0.7845398001607701,0.8032054238289791,0.7908718392395452,0.7953847764632014,0.00996412687605861,27,0.5199063231850117,0.48179271708683474,0.523943661971831,0.5217391304347826,0.5486284289276808,0.4943181818181818,0.561038961038961,0.49604221635883905,0.5233644859813084,0.5043478260869565,0.5175121932890387,0.023259654398392053,28,0.9525166191832859,0.9478178368121443,0.9527856468366384,0.9606525911708254,0.9628217349857007,0.959203036053131,0.9650550502632839,0.9540502131691142,0.961941008563273,0.9563981042654028,0.95732418413028,0.0052112470003258665,24,0.8913619501854796,0.9114183307731695,0.9151670951156813,0.9240824534942182,0.907764460656592,0.9121552604698672,0.911522633744856,0.9035269709543569,0.9243107769423559,0.9118695873662761,0.9113179519702852,0.00905090025064804,21,RandomForest
1.1828212022781373,0.03003972693257915,0.020470333099365235,0.001101051752748787,50,190,sqrt,11,"min_samples_split=50, min_samples_leaf=190, max_features=sqrt, max_depth=11",0.9076923076923077,0.8904481665912177,0.9022181982797646,0.9067451335445903,0.8913535536441829,0.9022181982797646,0.9071978270710729,0.901765504753282,0.9117247623358986,0.8822996831145314,0.9003663335306614,0.008859248140439006,23,0.8109820681706053,0.7753513027846767,0.8017272066463249,0.8067391882532006,0.7998785059159893,0.7879914903384666,0.8055183891971863,0.7847965501304465,0.7981569185950717,0.7854237157170224,0.795656533574899,0.010998129731470309,25,0.5584045584045584,0.4712328767123288,0.5373961218836565,0.5401069518716578,0.5426008968609866,0.4913294797687861,0.536986301369863,0.4835820895522388,0.5094339622641509,0.5148063781321185,0.5185879616820345,0.027615812923849473,25,0.9534220532319392,0.9473184622686284,0.9509896324222432,0.9592326139088729,0.9642346208869814,0.959203036053131,0.9650215620507906,0.9554502369668246,0.9599618684461392,0.9559032716927454,0.9570737357928296,0.005305698800620348,30,0.9211195928753181,0.9075025693730729,0.9167958656330749,0.920877998979071,0.8928,0.9134419551934827,0.9145473041709054,0.9153573238722758,0.9250749250749251,0.8855614973262033,0.9113079032498328,0.012078289517279694,22,RandomForest
1.1906641006469727,0.02390842432884433,0.020291352272033693,0.000630496816296959,170,190,sqrt,10,"min_samples_split=170, min_samples_leaf=190, max_features=sqrt, max_depth=10",0.8914027149321267,0.8909008601177003,0.9085559076505206,0.9022181982797646,0.9022181982797646,0.9049343594386601,0.9067451335445903,0.8949751018560435,0.9126301493888638,0.895427795382526,0.9010008418870561,0.007108130801121121,21,0.7895852443286486,0.7816684987848003,0.8053785448849502,0.8093435607641756,0.8052044492103939,0.7925787189194217,0.8072546034666713,0.785378380528846,0.8077277756452231,0.7877085249233211,0.7971828301456452,0.010201760109457267,21,0.5138539042821159,0.48947368421052634,0.5380116959064327,0.5558312655086849,0.5431472081218274,0.5014577259475219,0.543010752688172,0.4946236559139785,0.5373134328358209,0.5027027027027027,0.5219426028117783,0.02278641781513888,23,0.9543292102759277,0.9491686460807601,0.9529190207156308,0.9587727708533078,0.9632808774439676,0.959696538643907,0.9650215620507906,0.954954954954955,0.96,0.9563981042654028,0.957454168528465,0.0045913867994801984,21,0.9005726184279021,0.9063631660631143,0.9252049180327869,0.9134266459305339,0.9091852620653866,0.9165818921668362,0.9137314956610516,0.9065565307176046,0.9258698940998488,0.9040247678018576,0.9121517190966923,0.008099741662078264,20,RandomForest
1.2844955205917359,0.020356952989723714,0.020853972434997557,0.00041902749258132174,70,110,log2,13,"min_samples_split=70, min_samples_leaf=110, max_features=log2, max_depth=13",0.9090497737556561,0.901765504753282,0.8981439565414214,0.9171570846536895,0.9090086011770032,0.9090086011770032,0.9207786328655501,0.8967858759619738,0.9230421004979629,0.9071978270710729,0.9091937958454614,0.008512967285530961,10,0.8120774482864571,0.7887792250542353,0.8001924392907185,0.8151180004441544,0.8148592110135128,0.7939634215373133,0.825337281498776,0.7931221130317748,0.8214895723348881,0.8007623114168512,0.806570102390868,0.012155663271699828,12,0.5531914893617021,0.49162011173184356,0.5298329355608592,0.5491329479768786,0.5591939546599496,0.4956268221574344,0.5746478873239437,0.5112781954887218,0.5609756097560976,0.5227272727272727,0.5348227226744704,0.02744903492517328,15,0.9616122840690979,0.9546971864568431,0.961941008563273,0.9638902262879152,0.9677729677729677,0.966142107773009,0.9718992248062015,0.9606903163950143,0.967896502156205,0.96141019533111,0.9637952019611637,0.004584114829823402,12,0.9214285714285714,0.9200203769740194,0.9088033737480232,0.9323308270676691,0.917610710607621,0.9201213346814965,0.9294647323661831,0.9073978272115882,0.9355966050923614,0.9181494661921709,0.9210923825369705,0.008765385790226005,5,RandomForest
1.3823610305786134,0.025930770887571526,0.021571779251098634,0.0007111696609061589,170,70,log2,10,"min_samples_split=170, min_samples_leaf=70, max_features=log2, max_depth=10",0.9031674208144796,0.9053870529651425,0.9108193752829334,0.9185151652331371,0.9157990040742418,0.9167043911272069,0.9135355364418288,0.8981439565414214,0.9207786328655501,0.914440923494794,0.9117291458840736,0.006919445061494498,6,0.8099191373336483,0.7981248767987384,0.8228307885262737,0.8298298006534638,0.8259676473703292,0.81149284837609,0.82598914922404,0.8014476898572561,0.8358924912186004,0.8149370773065444,0.8176431506664985,0.011813055452378249,9,0.5505882352941176,0.5105263157894737,0.5811138014527845,0.5897435897435898,0.5831202046035806,0.5348189415041783,0.5862068965517241,0.5330188679245284,0.6066838046272494,0.5524861878453039,0.562830684533653,0.029335678291072823,9,0.967710843373494,0.9625,0.9698420296792724,0.9689922480620154,0.9706024096385543,0.973621103117506,0.973811833171678,0.9663137632338787,0.9710703953712633,0.9669064748201439,0.9691371100467807,0.0032771070933342696,9,0.9114583333333334,0.9213483146067416,0.9175365344467641,0.9307535641547862,0.9241803278688525,0.9260385005065856,0.9179487179487179,0.9050104384133612,0.929923273657289,0.9254185692541856,0.9209616574190618,0.007732422474764664,6,RandomForest
1.4200474739074707,0.023681007224238406,0.021979284286499024,0.0006572322402883943,170,70,sqrt,13,"min_samples_split=170, min_samples_leaf=70, max_features=sqrt, max_depth=13",0.8950226244343892,0.9058397464916251,0.9126301493888638,0.9126301493888638,0.9108193752829334,0.9139882299683114,0.9171570846536895,0.8931643277501131,0.9189678587596197,0.917609778180172,0.9097829324298582,0.008628823593438029,9,0.8044492425434075,0.8009790583189343,0.8251761159401658,0.833148728758451,0.8210130323990857,0.8123598662486279,0.8327605538727355,0.7969169475108854,0.8304716905572166,0.8244635834631424,0.8181738819612653,0.012863099390803498,7,0.5462555066079295,0.5196850393700787,0.5862068965517241,0.6081081081081081,0.5742092457420924,0.5411140583554377,0.6030150753768844,0.5260770975056689,0.5931758530183727,0.5768194070080862,0.5674666287644382,0.030333256247939887,7,0.9666182873730044,0.962536023054755,0.9688846337960747,0.9714008725157538,0.9701348747591522,0.9735957753240518,0.9732880038853813,0.966779008184882,0.9696677900818488,0.9696677900818488,0.9692573059056752,0.003149472155648094,8,0.9004739336492891,0.9207161125319693,0.9204368174726989,0.9199372056514914,0.9186949766960124,0.9223697650663942,0.9219785823559409,0.8978947368421053,0.9285714285714286,0.9269035532994924,0.9177977112136823,0.009769743259517951,9,RandomForest
1.3313401699066163,0.026021944339789535,0.021163415908813477,0.0005288847761109208,50,90,log2,9,"min_samples_split=50, min_samples_leaf=90, max_features=log2, max_depth=9",0.8959276018099548,0.9004074241738343,0.908103214124038,0.9207786328655501,0.9171570846536895,0.9148936170212766,0.9031235853327297,0.8936170212765957,0.9180624717066546,0.9071978270710729,0.9079268480035397,0.009113512357308812,12,0.8032435842484841,0.78959718145176,0.8127140634903568,0.8242149082468359,0.8255320733707592,0.8014673017948014,0.8218041452902445,0.7949829593187134,0.8276396813329204,0.8101716260074169,0.8111367524552293,0.012839475323767533,10,0.543778801843318,0.49214659685863876,0.5541561712846348,0.5706214689265536,0.5804749340369393,0.5057471264367817,0.5887445887445888,0.5197215777262181,0.5857519788918206,0.5463659147869674,0.5487509159536461,0.03226299923748656,10,0.9629629629629629,0.9601918465227818,0.9657142857142857,0.9680232558139535,0.9706871696299856,0.9717026378896882,0.9733397964129908,0.9653846153846154,0.9692898272552783,0.968299711815562,0.9675596109402104,0.0038426834390456162,10,0.9029889879391715,0.9164531009738596,0.91827173347215,0.934,0.9254341164453525,0.9269521410579346,0.9033280507131537,0.8998426848453067,0.9278772378516624,0.9158492514197212,0.9170997304718312,0.011217125388951284,11,RandomForest
1.5192823171615601,0.02516872120759328,0.022786164283752443,0.0005590915624012571,190,30,sqrt,12,"min_samples_split=190, min_samples_leaf=30, max_features=sqrt, max_depth=12",0.8990950226244344,0.895427795382526,0.901765504753282,0.9135355364418288,0.895427795382526,0.9167043911272069,0.9234947940244455,0.8990493435943866,0.9266636487098234,0.9049343594386601,0.9076098191479118,0.0110322582262888,13,0.8112547866695241,0.8021854264461545,0.8129684917041239,0.8298000360684586,0.8053574980317187,0.8210093311857212,0.8367314278552646,0.8032873436784075,0.8394688015490508,0.8159444741608654,0.8178007617349289,0.012888408783922204,8,0.5601750547045952,0.5362637362637362,0.5636363636363636,0.5944700460829493,0.5474137931034483,0.5626598465473146,0.6036745406824147,0.5342465753424658,0.6063829787234043,0.5662100456621004,0.5675132980748793,0.024751744895328383,6,0.9704314105671352,0.9663137632338787,0.9683908045977011,0.9713731198447355,0.9730250481695568,0.975071907957814,0.9752066115702479,0.9692011549566891,0.9729990356798457,0.973963355834137,0.9715976212411741,0.002829311168923133,4,0.9031578947368422,0.9039787798408488,0.9068783068783068,0.9235569422776911,0.8956336528221512,0.9252962390520351,0.9313131313131313,0.9064143007360673,0.9390243902439024,0.9076600209863589,0.9142913658887336,0.013593422429109485,16,RandomForest
1.1952218294143677,0.02527184831650022,0.020110487937927246,0.00042755119584973457,110,190,log2,13,"min_samples_split=110, min_samples_leaf=190, max_features=log2, max_depth=13",0.881447963800905,0.8886373924852875,0.8999547306473518,0.8995020371208692,0.9058397464916251,0.9022181982797646,0.9090086011770032,0.8872793119058398,0.9103666817564509,0.8990493435943866,0.8983304007259483,0.009143451084471087,28,0.7839329868265189,0.7726069496756592,0.7981247939737526,0.8000985216426285,0.808964075939628,0.7889365434365065,0.8128947417036345,0.7802429282541953,0.8054109537650267,0.7920661932759905,0.794327868849354,0.012417399850933325,29,0.5114155251141552,0.4648648648648649,0.5283018867924528,0.5303030303030303,0.5497382198952879,0.4942528735632184,0.5582655826558266,0.49,0.533724340175953,0.5111111111111111,0.5171977434475901,0.027182760331773213,29,0.9535104364326376,0.9482676791646891,0.9537735849056603,0.958273381294964,0.9632808774439676,0.959203036053131,0.9645593869731801,0.9545023696682464,0.9609895337773549,0.9559032716927454,0.9572263557406577,0.004740820992971931,27,0.8868729989327642,0.904688304997424,0.9122989102231448,0.9117191533298916,0.9138731304796287,0.9133537206931702,0.915859255481897,0.8962264150943396,0.9215189873417722,0.9091841970241149,0.9085595073598146,0.009665434651979018,28,RandomForest
